pair_id,pair_type,pair_type_short,model_a,model_b,dist_srs,dist_cka,dist_sv,srs_a,srs_b,cka_block2,cka_block3,cka_fc1,barrier_id_raw,barrier_ood_raw,barrier_id_rebasin,barrier_ood_rebasin,barrier_id_acc_raw,barrier_ood_acc_raw,barrier_id_acc_rebasin,barrier_ood_acc_rebasin
A1-A2,spurious-spurious,S-S,A1,A2,0.023339999999999916,0.07199360926946008,0.821059063076973,0.43274999999999997,0.40941000000000005,0.9503004550933838,0.9238501787185669,0.9098685383796692,2.48716429264769,1.4933148259162905,0.7231990662835538,0.6142315550804138,0.8717999999999999,0.5383,0.25359999999999994,0.20590000000000003
R1-R2,robust-robust,R-R,R1,R2,0.008830000000000046,0.10357105731964111,0.7978753447532654,0.11064000000000002,0.10180999999999997,0.9395041465759277,0.876296877861023,0.873485803604126,2.480421172976494,2.2011582575321196,0.8377716168522834,0.77109902882576,0.8407,0.7515999999999999,0.2881,0.25680000000000003
A1-R1,spurious-robust,S-R,A1,R1,0.32210999999999995,0.2294767300287882,0.8046410605311394,0.43274999999999997,0.11064000000000002,0.8171348571777344,0.683236837387085,0.8111981153488159,2.2660099600166084,1.366063699054718,2.056686322796345,1.2833946999549866,0.7596,0.4713,0.6572,0.3757
